id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1452692793483214867,1452280162821754881,2021-10-25 17:45:26 UTC,2021-10-25,17:45:26,+0000,1537873922,lolamcarneiro,lola,,"@AlanLopesRio @Psergio200 O Rio de Janeiro já está com 65% da população vacinada. @eduardopaes nunca estimulou aglomerações  enquanto a pandemia estava descontrolada, e sempre incentivou a vacinação",pt,"[{'screen_name': 'eduardopaes', 'name': 'eduardo paes', 'id': '48298703'}]",[],[],0,0,0,[],[],https://twitter.com/lolamcarneiro/status/1452692793483214867,False,,0,,,,,,,,"[{'screen_name': 'AlanLopesRio', 'name': 'Alan Lopes', 'id': '1157984524116156416'}, {'screen_name': 'Psergio200', 'name': 'Paulo Sergio', 'id': '1130134302782611462'}]",,,,
1452690461458567172,1452332115668967437,2021-10-25 17:36:10 UTC,2021-10-25,17:36:10,+0000,1168712716816670722,zucatellid,Danilo Zucatelli,,@Gardenalpequen3 Se Vacinação Andar O Povo Tem Razão De Finalmente Sair De Casa E Comemorar O Fim Da Pandemia   https://t.co/hjDIhjlqq9,pt,[],['https://twitter.com/vacinacaoBR/status/1451893964357914624?t=hqaAjuaegJNaSIid3YdpwA&s=19'],[],0,0,0,[],[],https://twitter.com/ZucatelliD/status/1452690461458567172,False,https://twitter.com/vacinacaoBR/status/1451893964357914624?t=hqaAjuaegJNaSIid3YdpwA&s=19,0,,,,,,,,"[{'screen_name': 'Gardenalpequen3', 'name': '🇧🇷PEQUENAGARDENAL🇧🇷', 'id': '1403821159926337537'}]",,,,
1452685339517231112,1452685339517231112,2021-10-25 17:15:49 UTC,2021-10-25,17:15:49,+0000,1192254991572066304,yturate,Yuri Marques Turate,,"Muito feliz em ver o avanço e progresso com a vacinação em massa. Trabalho em um dos setores mais atingidos pela pandemia, eventos e perdemos por completo nossa renda....",pt,[],[],[],0,0,1,[],[],https://twitter.com/YTurate/status/1452685339517231112,False,,0,,,,,,,,[],,,,
1452683424607584260,1452683424607584260,2021-10-25 17:08:12 UTC,2021-10-25,17:08:12,+0000,30070288,exame,exame,,"#COVID Fatores como a vacinação em massa, tempo da imunização e as medidas restritivas precisam ser analisados para controlar os números da pandemia, escreve Marcelo Tokarski em coluna de hoje na Bússola  https://t.co/N9MVNuRHdE",pt,[],['https://exame.com/bussola/o-que-uma-4a-onda-de-covid-na-europa-tem-a-dizer-sobre-futuro-da-pandemia/'],[],4,1,9,['covid'],[],https://twitter.com/exame/status/1452683424607584260,False,,0,,,,,,,,[],,,,
1452682120904773642,1452682120904773642,2021-10-25 17:03:01 UTC,2021-10-25,17:03:01,+0000,46179375,ivonesilva,Ivone Silva,,"Estamos há 4 semanas sem alta de mortes por covid-19, a pandemia ainda não acabou, mas percebemos que a vacinação é a chave para sairmos desta crise sanitária. Contudo, não podemos relaxar, cuidem-se!",pt,[],[],[],0,1,5,[],[],https://twitter.com/ivonesilva/status/1452682120904773642,False,,0,,,,,,,,[],,,,
1452680838907322374,1452678655428157450,2021-10-25 16:57:56 UTC,2021-10-25,16:57:56,+0000,97190766,jrfontsp,Jr - nao sei trepar!,,@willianrulez O cuidado no pico da pandemia ok… mas agora é necessário as coisas normalizarem com o avanco da vacinação.,pt,[],[],[],0,0,2,[],[],https://twitter.com/jrfontsp/status/1452680838907322374,False,,0,,,,,,,,"[{'screen_name': 'willianrulez', 'name': 'kakaroto', 'id': '28032560'}]",,,,
1452679863626780682,1452669844776792064,2021-10-25 16:54:03 UTC,2021-10-25,16:54:03,+0000,904034839,ruivalente88,Rui Valente,,@bossito Nós em portugal vamos ser alvo de todas as atenções devido à nossa altíssima taxa de vacinação. O verdadeiro teste à eficácia das vacinas vai ser a evolução da pandemia em portugal este inverno.,pt,[],[],[],0,0,3,[],[],https://twitter.com/ruivalente88/status/1452679863626780682,False,,0,,,,,,,,"[{'screen_name': 'bossito', 'name': 'Bossito', 'id': '17626165'}]",,,,
1452676469143003142,1452676469143003142,2021-10-25 16:40:34 UTC,2021-10-25,16:40:34,+0000,74430458,rodrigokchia,Rodrigo Chia,,"Desde o início da pandemia @gov_df instituiu diversos comitês para auxiliar o governador a tomar decisões sobre cuidados, medidas restritivas, vacinação.  Algum deles foi ouvido para decisão tão importante sobre uso de máscaras?  Ou é uma decisão pessoal, sem base técnica, mesmo?  https://t.co/1M0sRdDPcL",pt,"[{'screen_name': 'gov_df', 'name': 'governo do distrito federal - gdf', 'id': '243291031'}]",[],['https://pbs.twimg.com/media/FCjwhzOWYBMzFmN.png'],1,0,4,[],[],https://twitter.com/rodrigokchia/status/1452676469143003142,False,https://twitter.com/BrunnoMeloCBN/status/1452661370546237446,1,https://pbs.twimg.com/media/FCjwhzOWYBMzFmN.png,,,,,,,[],,,,
1452675875430879246,1452675875430879246,2021-10-25 16:38:12 UTC,2021-10-25,16:38:12,+0000,43985042,ricardo_8p,Ricardo Passos,,Que tipo de mente perversa associa uma vacina a causa do HIV e Aids?  Os números estão ai para provar que a vacinação é a unica solução para salvar a população da pandemia do #Coronavius e prova também que o Jair Bolsonaro sempre esteve errado até mesmo calado.  Obrigado Facebook,pt,[],[],[],0,0,1,['coronavius'],[],https://twitter.com/Ricardo_8P/status/1452675875430879246,False,,0,,,,,,,,[],,,,
1452675174340378626,1452675174340378626,2021-10-25 16:35:25 UTC,2021-10-25,16:35:25,+0000,1327706443,fundcda,Cidade das Artes,,"Desde a retomada dos eventos, a Cidade das Artes atende rigorosamente todas as medidas sanitárias contra a pandemia da Covid-19😷 Para maior segurança de todos e cumprindo com o Decreto Municipal, reforçamos que é imprescindível a apresentação do comprovante de vacinação.  https://t.co/wcZE4NX9Xg",pt,[],[],['https://pbs.twimg.com/media/FCjvzA9WQAgqukH.png'],0,0,0,[],[],https://twitter.com/fundcda/status/1452675174340378626,False,,1,https://pbs.twimg.com/media/FCjvzA9WQAgqukH.png,,,,,,,[],,,,
1452674457835819023,1452674457835819023,2021-10-25 16:32:34 UTC,2021-10-25,16:32:34,+0000,984499867950178304,ameninadotuiter,a menina do tuiter,,"antes n podia viver direito pq nao tinha vacina era pandemia, agr q se tem uma porcentagem grande de vacinação e pode começar a querer voltar a viver...NÃO PODE PQ TUDO TÁ CARO!! sinceramente insalubre ser brasileiro. Vontade realmente de tomar um frontal e só acordar em 2023.",pt,[],[],[],0,0,7,[],[],https://twitter.com/ameninadotuiter/status/1452674457835819023,False,,0,,,,,,,,[],,,,
1452671629390008320,1452671629390008320,2021-10-25 16:21:20 UTC,2021-10-25,16:21:20,+0000,55366483,simaopedro_sp,Simão Pedro,,Outra boa notícia referente à pandemia. A primeira é a diminuição do número de novos infectados graças ao avanço da vacinação. A outra é essa sobre a queda da live do fascistão por pressão das organizações liberais dos EUA sobre o Facebook.   https://t.co/YFDtOinz06,pt,[],['https://www1.folha.uol.com.br/equilibrioesaude/2021/10/facebook-e-instagram-derrubam-live-em-que-bolsonaro-associou-aids-a-vacina-da-covid.shtml'],[],0,0,0,[],[],https://twitter.com/simaopedro_SP/status/1452671629390008320,False,,0,,,,,,,,[],,,,
1452670336554700811,1452394576048758809,2021-10-25 16:16:12 UTC,2021-10-25,16:16:12,+0000,1407729264313708544,dolly_vito,"Dollynho, Tartaglia Haver",,"@PessoasBabacas Acredito que sim, pois quando vc não toma vacina você não tá se fudendo sozinho, você tá pondo toda a sociedade pra lixo contigo. Vacinação é algo coletivo, se formos individualistas nisso a pandemia não vai acabar nunca",pt,[],[],[],0,0,0,[],[],https://twitter.com/dolly_vito/status/1452670336554700811,False,,0,,,,,,,,"[{'screen_name': 'PessoasBabacas', 'name': 'Pessoas Sendo Babacas #8K', 'id': '1323457003235270659'}]",,,,
1452668775711576065,1452626384573059085,2021-10-25 16:10:00 UTC,2021-10-25,16:10:00,+0000,271603692,pedroperius,Pedro Perius,,"@monark Liberdade de expressão e falar merda tu tem à vontade... Enganar a população sobre a vacinação e fazer disseminação em massa de fakenews, no meio de uma pandemia, é criminoso!",pt,[],[],[],0,0,0,[],[],https://twitter.com/pedroperius/status/1452668775711576065,False,,0,,,,,,,,"[{'screen_name': 'monark', 'name': '♔ Monark', 'id': '242967720'}]",,,,
1452668052982665228,1452668052982665228,2021-10-25 16:07:07 UTC,2021-10-25,16:07:07,+0000,376386833,tiabiba49,Anemê,,"É tudo feito de caso pensado. Não é louco, nem doente como alguns o classificam. É uma peste, muito pior que a pandemia.  Ele e toda família já estão vacinados, senão qual razão para decretar sigilo das carteiras de vacinação? é só prá manter o gado no cabresto. #DerrubaYoutube",pt,[],[],[],0,0,1,['derrubayoutube'],[],https://twitter.com/TiaBiba49/status/1452668052982665228,False,https://twitter.com/folha/status/1452665262621274123,0,,,,,,,,[],,,,
1452666958013468681,1452651166546997260,2021-10-25 16:02:46 UTC,2021-10-25,16:02:46,+0000,1070850394350370816,luciananvargas,Luciana Vargas,,"@tatianibf Confio na ciência e não confio em um profissional que questiona a ciência, mas não questiona um presidente que se nega a mostrar sua carteirinha de vacinação, que manda as pessoas usarem um kit sem comprovação, que chama uma pandemia de grupezinha e debocha da morte!",pt,[],[],[],1,0,0,[],[],https://twitter.com/LucianaNVargas/status/1452666958013468681,False,,0,,,,,,,,"[{'screen_name': 'tatianibf', 'name': 'Tatiana', 'id': '46698344'}]",,,,
1452665022300164106,1452663178798813186,2021-10-25 15:55:05 UTC,2021-10-25,15:55:05,+0000,158473434,marciotmello,marcinho vp,,"@andsbacha sim cara NYC tem indices de vacinacao menores que o Rio e já liberou tudo praticamente, não tô entendendo o motivo desse auê todo com o Rio. Que coisa bizarra. Alô @eduardopaes tem que esmurrar as viúvas da pandemia com esses dados, mete o loco papi",pt,"[{'screen_name': 'eduardopaes', 'name': 'eduardo paes', 'id': '48298703'}]",[],[],0,0,1,[],[],https://twitter.com/marciotmello/status/1452665022300164106,False,,0,,,,,,,,"[{'screen_name': 'andsbacha', 'name': 'ands', 'id': '128689370'}]",,,,
1452663780517761024,1452649057168547852,2021-10-25 15:50:09 UTC,2021-10-25,15:50:09,+0000,1362203279376207873,tesquece,Moicano Sem Cabelo,,"@v_dasm @guilotsmc @SauloCN @ShNe002 @augustopgc92 @monark Existe sim mano, voce tem liberdade SIM. É tanto que o presida falou o que quis. Mas No meio de UMA PANDEMIA que milhares de PESSOAS MORRERAM, voce sustentando DISCURSO NEGACIONISTA e apertando a mao do povo na rua SEM MASCARA e abrindo live associando vacinação com Aids. É FODA",pt,[],[],[],1,0,1,[],[],https://twitter.com/TEsquece/status/1452663780517761024,False,,0,,,,,,,,"[{'screen_name': 'v_dasm', 'name': 'Vinícius Silva', 'id': '3933610636'}, {'screen_name': 'guilotsmc', 'name': 'saraiva in Stockholm 🇸🇪', 'id': '3345604947'}, {'screen_name': 'SauloCN', 'name': 'Saulo de Carvalho', 'id': '46092127'}, {'screen_name': 'ShNe002', 'name': 'Fall', 'id': '1195140435037032449'}, {'screen_name': 'augustopgc92', 'name': 'Augusto Palmeira (🇧🇷)', 'id': '69426672'}, {'screen_name': 'monark', 'name': '♔ Monark', 'id': '242967720'}]",,,,
1452663180627480583,1452642084184379395,2021-10-25 15:47:46 UTC,2021-10-25,15:47:46,+0000,26490201,parabolicamara1,parabolicamara,,"@fernandoschuler @danillobraganca Não é ""falar besteira"" é mentir deliberadamente para sabotar a vacinação em meio  uma pandemia que já matou mais de 600 mil é milhares morreram porque o governo RECUSOU a compra de vacinas.",pt,[],[],[],1,0,2,[],[],https://twitter.com/parabolicamara1/status/1452663180627480583,False,,0,,,,,,,,"[{'screen_name': 'fernandoschuler', 'name': 'Fernando Schüler', 'id': '133757640'}, {'screen_name': 'danillobraganca', 'name': 'Danillo Ab', 'id': '54109814'}]",,,,
1452661721454321673,1446910584138702850,2021-10-25 15:41:58 UTC,2021-10-25,15:41:58,+0000,76740035,entreiiinhas,klaus  prodgraf,,"@Medicina_CFM Foram e são incapazes de tomar posição sobre a pandemia. Agora assistem o trabalho de minar a vacinação e nada. Vacina provoca AIDS, quem sabe estão de acordo. Gente execrável. Sinal que a educação no Brasil é um desastre. Ganhar sabem.",pt,[],[],[],0,0,0,[],[],https://twitter.com/entreIIinhas/status/1452661721454321673,False,,0,,,,,,,,"[{'screen_name': 'Medicina_CFM', 'name': 'CFM', 'id': '49677865'}]",,,,
1452661540436520971,1452661540436520971,2021-10-25 15:41:15 UTC,2021-10-25,15:41:15,+0000,743208135377227777,camarada_emo,emaa ♠️,,"primeiro censuraram o presidente pq ele estava espalhando desinformação e desestimulando a vacinação no meio de uma pandemia, mas eu não me importei, pois não era presidente espalhando desinformação e desestimulando a vacinação meio de uma pandemia....",pt,[],[],[],0,0,5,[],[],https://twitter.com/camarada_emo/status/1452661540436520971,False,https://twitter.com/monark/status/1452626384573059085,0,,,,,,,,[],,,,
1452660339481382917,1452660339481382917,2021-10-25 15:36:28 UTC,2021-10-25,15:36:28,+0000,1169615044172242944,radioctbamaisfm,Rádio Curitiba Mais,,"O secretário de saúde destacou que o Paraná pode avaliar uma possível flexibilização entre o final de 2021 e começo de 2022, dependendo do andar dos números da pandemia, da vacinação e dos cuidados da população.  https://t.co/4HdFnD7ulT",pt,[],['https://www.radiocuritibamaisfm.com.br/noticias/parana/765054/1'],[],0,0,0,[],[],https://twitter.com/radioctbamaisfm/status/1452660339481382917,False,,0,,,,,,,,[],,,,
1452658252332904461,1452658252332904461,2021-10-25 15:28:11 UTC,2021-10-25,15:28:11,+0000,16548547,stavaresfilho,Sérgio Tavares Filho,,"Por que essa neura em deixar de usar máscara, hein? Tá funcionando, pandemia tá sendo controlada com a vacinação e com a ajuda dela… esperem mais um pouco, gente!",pt,[],[],[],1,1,46,[],[],https://twitter.com/stavaresfilho/status/1452658252332904461,False,,0,,,,,,,,[],,,,
1452656320201564162,1452615977846415364,2021-10-25 15:20:30 UTC,2021-10-25,15:20:30,+0000,1347133452123037696,carlosbonadima2,Carlos Bonadiman,,"@BrazilFight Basta saber o que previu Luc Montagnier , sobre a vacinação em massa, durante uma pandemia.",pt,[],[],[],0,0,0,[],[],https://twitter.com/CarlosBonadima2/status/1452656320201564162,False,,0,,,,,,,,"[{'screen_name': 'BrazilFight', 'name': 'FamíliaDireitaBrasil', 'id': '1105126592370618370'}]",,,,
1452654595893760014,1452626384573059085,2021-10-25 15:13:39 UTC,2021-10-25,15:13:39,+0000,27915091,r_diniz,Rodrigo Diniz,,@monark Se um amigo meu ocupar o cargo de presidente da república e boicotar uma campanha de vacinação com mentiras em plena pandemia que matou mais de 600 mil pessoas eu não vou só desejar que ele tenha vídeos apagados. Vou desejar também que ele seja preso!,pt,[],[],[],0,0,0,[],[],https://twitter.com/r_diniz/status/1452654595893760014,False,,0,,,,,,,,"[{'screen_name': 'monark', 'name': '♔ Monark', 'id': '242967720'}]",,,,
1452653384046157833,1452626384573059085,2021-10-25 15:08:50 UTC,2021-10-25,15:08:50,+0000,185045079,aryanalopess,anny ✨,,"@monark caralho mermao, o cara literalmente disse que VACINA causa AIDS, numa pandemia mundial onde a nossa única saída é a vacinação em massa da sociedade, numa época em que o negacionismo a ciência causou a morte de milhares de pessoas q não se cuidaram por acreditar nessas mentiras +",pt,[],[],[],1,0,1,[],[],https://twitter.com/aryanalopess/status/1452653384046157833,False,,0,,,,,,,,"[{'screen_name': 'monark', 'name': '♔ Monark', 'id': '242967720'}]",,,,
1452653138289250310,1452626384573059085,2021-10-25 15:07:51 UTC,2021-10-25,15:07:51,+0000,743124893756194816,isaouisabela,a surda que fala demais™,,"@vitorfars @A_kira_ggbs @Cassambola1 @monark Ué, a pandemia tá sendo só em SP pra vc? A taxa de adesão é grande, e antivax é minoria, mas a enorme gama de fake news atrasou muito a vacinação, e isso partiu do presidente que não queria comprar vacina. Era para estarmos com um número bem melhor de vacinados atualmente.",pt,[],[],[],1,0,0,[],[],https://twitter.com/isaouisabela/status/1452653138289250310,False,,0,,,,,,,,"[{'screen_name': 'vitorfars', 'name': 'Vitor Fars', 'id': '72562642'}, {'screen_name': 'A_kira_ggbs', 'name': 'A-Kira ☽︎☾︎', 'id': '1069961127155720193'}, {'screen_name': 'Cassambola1', 'name': 'Cassambola', 'id': '1414358251752333317'}, {'screen_name': 'monark', 'name': '♔ Monark', 'id': '242967720'}]",,,,
1452651685793443848,1452650737545187331,2021-10-25 15:02:05 UTC,2021-10-25,15:02:05,+0000,56457949,sampancher,Samuel Pancher,,"O cidadão em questão teve o vídeo tirado do ar por ser de direita? Não   Por ser, sei lá, cristão? Não   Por algum posicionamento ideológico? Não   Ele fucking associou vacinação com Aids. No meio de uma pandemia.  Imagina a índole de alguém que defende esse conteúdo.",pt,[],[],[],17,66,1083,[],[],https://twitter.com/SamPancher/status/1452651685793443848,False,,0,,,,,,,,[],,,,
1452651552813064199,1452626384573059085,2021-10-25 15:01:33 UTC,2021-10-25,15:01:33,+0000,1415437595606126597,barrosoabn,Alberto,,"@monark Imagine que estamos numa pandemia e que o PR, através de suas redes sociais, divulgue fake news associando vacinas à AIDS, portanto, desestimulando a vacinação.  Séra que a preocupação, diante disso, é debater a ""liberdade de expressão""?",pt,[],[],[],0,0,1,[],[],https://twitter.com/barrosoabn/status/1452651552813064199,False,,0,,,,,,,,"[{'screen_name': 'monark', 'name': '♔ Monark', 'id': '242967720'}]",,,,
1452650669077409802,1452650669077409802,2021-10-25 14:58:03 UTC,2021-10-25,14:58:03,+0000,236550324,jornaljogoserio,Jornal JOGO SÉRIO - www.jornaljogoserio.com.br,,#jornaljogoserio #novocoronavirus #pandemia #covid19 #virus #vacinacao #boletimepidemiologico #saudepublica #enfrentamento #aglomeracao #guaxupe #suldeminas #sudoeste #minasgerais #brasil Guaxupé registrou mais sete casos de Covid-19 neste domingo -  https://t.co/902U0SzPF3  https://t.co/AwpI5dUe8H,pt,[],['https://www.jornaljogoserio.com.br/noticia/saude/10894/guaxupe-registrou-mais-sete-casos-de-covid-19-neste-domingo'],['https://pbs.twimg.com/media/FCjZ6aLX0AMgSez.jpg'],0,0,0,"['jornaljogoserio', 'novocoronavirus', 'pandemia', 'covid19', 'virus', 'vacinacao', 'boletimepidemiologico', 'saudepublica', 'enfrentamento', 'aglomeracao', 'guaxupe', 'suldeminas', 'sudoeste', 'minasgerais', 'brasil']",[],https://twitter.com/jornaljogoserio/status/1452650669077409802,False,,1,https://pbs.twimg.com/media/FCjZ6aLX0AMgSez.jpg,,,,,,,[],,,,
1452649192313208832,1452639700410322953,2021-10-25 14:52:11 UTC,2021-10-25,14:52:11,+0000,1444918545519976451,omaiordobrasil3,O MAIOR DO BRASIL,,@marcel_tarraf @nikolas_dm Se o presidente tivesse levado a sério a pandemia é tomado medidas mais enérgicas tanto na contenção do vírus como no socorro as empresas e as famílias com agilidade na vacinação hoje a economia já estaria se recuperando e a situação seria bem melhor.,pt,[],[],[],1,0,1,[],[],https://twitter.com/OMAIORDOBRASIL3/status/1452649192313208832,False,,0,,,,,,,,"[{'screen_name': 'marcel_tarraf', 'name': 'Marcel Junqueira Tarraf 🇧🇷', 'id': '1162016475131056129'}, {'screen_name': 'nikolas_dm', 'name': 'Nikolas Ferreira', 'id': '758264276'}]",,,,
1452648983298510848,1452626384573059085,2021-10-25 14:51:21 UTC,2021-10-25,14:51:21,+0000,23510145,guilhermekenzo,ozuǝʞ,,"@monark Poxa que pena, censuraram um doido que influencia milhões de pessoas e nunca falou bem de vacinação, mascara e distanciamento em plena pandemia. Poxa, mas ele tá no ""direito dele"" né? Se foder cara, ele nao é youtuber com 12 seguidores, o cara é presidente e INFLUENCIA pessoas.",pt,[],[],[],0,0,0,[],[],https://twitter.com/guilhermekenzo/status/1452648983298510848,False,,0,,,,,,,,"[{'screen_name': 'monark', 'name': '♔ Monark', 'id': '242967720'}]",,,,
1452648325153497100,1452646229234626560,2021-10-25 14:48:44 UTC,2021-10-25,14:48:44,+0000,830957048124887044,operario2021,"Sem dinheiro, sanidade ou doces",,"@monark As do presidente que você insiste em defender mataram +600 mil na pandemia. Vai todo mundo morrer, mas se desinformar um bando de gado vai prejudicar a vacinação e a sociedade como todo. Então falas matam, contaminam e atrapalham a RETOMADA ECONÔMICA  https://t.co/28r0vqLx3x",pt,[],[],[],0,0,1,[],[],https://twitter.com/operario2021/status/1452648325153497100,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1452648307461922831/pu/img/NUf2IvVemSbQ2oiN.jpg,,,,,,,"[{'screen_name': 'monark', 'name': '♔ Monark', 'id': '242967720'}]",,,,
