codeibge,mun,state,region,alcance_2002,alcance_2006,alcance_2010,dgdpH_1_2002,dgdpH_1_2006,dgdpH_1_2010,dgdpH_2_2002,dgdpH_2_2006,dgdpH_2_2010,dilma_vs_2010,dilma_vs_2010_2,distcap,fam_2002_cct,fam_2006_cct,fam_2010_cct,families_2002_ba,families_2002_be,fhc_vs_1998,gini_2000,hdi_2000,incgov_2002,incgov_2006,incgov_2010,lula_vs_1998,lula_vs_2002,lula_vs_2002_2,lula_vs_2006,lula_vs_2006_2,mayorpty_2000,mayorpty_2004,mayorpty_2008,nonwhite_2000,nonwhite_2010,pent_2000,pent_2010,pib_2002,pib_2006,pib_2009,poor_covered_2002,pop_2002,pop_2006,pop_2010,psdb_vs_1998,psdb_vs_2002,pt_vs_1998,pt_vs_2002,pt_vs_2006,pt_vs_2010,serra_vs_2002,serra_vs_2002_2,spentH_2002_cct,spentH_2006_cct,spentH_2010_cct,targetalcance_2006,targetbf_2006,tot_fam2002,valid_2002,valid_2002_2,valid_2006,valid_2006_2,valid_2010,valid_2010_2,valid_depfed_1998,valid_depfed_2002,valid_depfed_2006,valid_depfed_2010
1100080,COSTA MARQUES,RO,N,0.09382239382239382,0.36591393268001704,0.4415766423357664,0.22932272509652263,0.01845923434441812,0.04143242588830239,0.25758881249374177,0.05925537852759163,0.08756107278259122,0.51819258757827,0.57099754855742,4.074956924996,243,1130,1592,NA,243,0.75817,0.598,0.693,25,45,23,0.1381,0.41984,0.51427,0.46662,0.54938,25,15,22,70.27,68.6,14.59,17.38,31448.42043,42021.98407,57981,0.18098455598455596,9919,11735,13700,0.1693121693121693,0.03441060218553825,0.021869488536155203,0.07881887933038828,0.179707219,0.10406260406260406,0.20803,0.48573,0.13580024016636125,0.6941733924651124,1.4241014598540147,0.2852185769066894,880.8,2590,3961,3924,5782,5701,5909,5303,2835,4301,5943,6006
1100064,COLORADO DO OESTE,RO,N,0.09416666666666666,0.2757474648348054,0.21776153101817006,0.040762733256381106,0.00972450958209296,0.09900930751941865,0.044825791663669186,0.007812656453880212,0.05511235217543035,0.472147214721472,0.495482087806952,6.0715908960763,565,1542,1235,370,195,0.65459,0.572,0.739,13,15,45,0.2294,0.44452,0.54736,0.42813,0.52218,15,12,15,46.8,58.85,17.82,20.8,79955.23331,85732.95499,102467,0.2444300237940731,20881,18342,18602,0.18169840699484968,0.08095884215287201,0.07246376811594203,0.2286748077792854,0.160979964,0.23615454453747603,0.19764,0.45264,0.05153717791141003,0.6713442110556522,0.7605644554348995,0.336980569185476,1884.42,6000,10580,10008,10144,10167,9999,9407,8349,11055,10082,9913
1100098,ESPIGAO D OESTE,RO,N,0.10465793304221252,0.16396676221923873,0.3483956716885286,0.13807808166934926,-0.07454145015213277,-0.014580771799501078,0.024938816597145537,-0.02056674479509112,0.03574618578538893,0.401649457756997,0.428420978726392,4.40524177519876,719,1306,2894,NA,719,0.73348,0.638,0.738,25,45,23,0.1817,0.49256,0.56095,0.38921,0.45717,14,14,15,47.75,53.8,14.45,14.88,124056.1075,126628.1794,154356,0.26460175724271867,26221,27559,28741,0.4201771182383916,0.05632972056329721,0.05253709909047391,0.067094300670943,0.215143895,0.07324655138915874,0.22092,0.43905,0.12510015741306302,0.4185215713864012,1.1500219199053616,0.26943656155883744,2146.07,6870,12774,12272,14573,14463,15399,14243,8356,13563,14316,15441
1100056,CEREJEIRAS,RO,N,0.11852589641434264,0.29570026139994193,0.23594362889019377,0.026371743706489984,-0.03594351411961025,0.11695101997652119,-0.0363113960862028,-0.04107516200297931,0.1028631549150278,0.309625168725989,0.33061178839056,5.9603879787932605,595,1576,1244,267,328,0.73048,0.6,0.751,25,45,23,0.1668,0.37091,0.45923,0.29005,0.36703,14,45,15,48.52,52.17,20.58,17.08,79599.81795,88447.77289,114899,0.3072609109898707,17925,17215,17030,0.2203040453491368,0.09144942648592283,0.06944086575624839,0.2952033368091762,0.097299569,0.09202138597573514,0.22393,0.54077,0.11089445817663453,0.6661323225079964,0.7989835584263065,0.3039708626198083,1620.08,5020,9110,8793,9612,9299,9631,8941,7762,9590,9517,9726
1100288,ROLIM DE MOURA,RO,N,0.10190654205607477,0.2100721341695554,0.23975469687401327,0.02928855623193324,-0.03939755136725541,-0.1104101646062256,-0.05143235978809374,0.07096869354573197,-0.02365547968836037,0.403534552766928,0.449213279512316,4.03262778603791,1363,3111,3605,728,635,0.79531,0.575,0.753,25,45,23,0.1288,0.43736,0.53063,0.46926,0.57307,25,14,15,51.24,60.23,19.27,21.39,206496.1205,243146.177,251222,0.3065872681370522,48101,49907,50672,0.32434514637904466,0.12881009508575492,0.05855161787365177,0.13067626410734914,0.100636836,0.17370819494863676,0.21841,0.46937,0.08561703456795336,0.5960455842492377,0.8238155194190085,0.24410841164566097,3615.05,13375,21753,20975,24136,23901,25859,24278,15576,22506,23868,25894
1100015,ALTA FLORESTA D OESTE,RO,N,0.16397550111358575,0.24505257714187206,0.2952067807714356,0.07754983480217059,-0.05255434237643557,-0.04874122736738105,0.012226203027015117,-0.021774195784398508,0.05235761911912374,0.473059560215524,0.495137186684589,4.15035928153972,1178,2025,2054,511,667,0.74961,0.578,0.715,45,23,23,0.1657,0.48778,0.5482,0.47367,0.55825,23,12,12,45.04,56.61,13.56,15.29,108292.2266,113094.8423,147656,0.39846301786932775,27237,29005,24422,0.17689393939393938,0.22879951799969875,0.08358585858585858,0.14324446452779033,0.194006915,0.22739467768834748,0.29088,0.4518,0.15507208504057,0.6031617103769699,0.8687220538858407,0.24606183071884152,2033.34,7184,12483,11961,13178,12919,13734,12647,7920,13278,13015,13791
1100346,ALVORADA D OESTE,RO,N,0.08945440524387893,0.423825606386245,0.4997960151802656,0.08820305875264187,-0.025686037002565557,-0.01346371021714028,-0.030183376167507204,-0.025709101200747583,-0.003930993214243385,0.440891364902507,0.484263836970939,3.4036911586211396,464,2380,2422,375,89,0.71275,0.654,0.694,13,15,45,0.2134,0.33731,0.39542,0.43358,0.48999,13,14,14,60.65,64.26,22.99,20.54,67558.7478,75757.05706,76984,0.1771023663509779,19750,19542,16864,0.3325025656062161,0.029716438212828294,0.1570151004251576,0.1930522130375641,0.196888889,0.13747543131688142,0.21577,0.60458,0.04567553469801537,1.2410775123418158,1.7169781783681213,0.35147073994473443,1973.69,5187,8968,8520,8702,8539,8975,8293,6821,9557,9000,9158
1100296,SANTA LUZIA D OESTE,RO,N,0.13643608543194136,0.25393602602331256,0.3483085752869683,0.0646532861619774,0.007226921193618184,-0.0061843861503484915,-0.019978272011369706,-0.0045541778946598345,0.03743290214333237,0.433644859813084,0.474031162604874,4.19758074697357,428,829,913,187,241,0.75582,0.497,0.679,25,25,12,0.1694,0.46569,0.53173,0.42,0.48854,25,15,12,39.74,65.05,17.67,21.54,46088.68486,48815.30408,55375,0.27525588684395136,11450,11067,8886,0.1721585482330468,0.08146911519198664,0.05897803247373448,0.2881469115191987,0.193651993,0.3458287394340316,0.25909,0.46827,0.12405213569228954,0.7396365232868446,1.1214303398604546,0.35607405801030095,1162.44,3137,5639,5294,5300,5150,5350,5006,4188,5990,5293,5442
1100148,NOVA BRASILANDIA D OESTE,RO,N,0.17639107907186302,0.3366892529852819,0.3407926429831192,-0.0020469746813126673,-0.07167769893290198,-0.15964488277482602,-0.10595420273983204,0.010065115484929818,-0.05766950569483339,0.389013243797799,0.406020336252894,3.70533371723784,783,1747,1949,151,632,0.82468,0.564,0.689,25,45,23,0.1289,0.37288,0.41225,0.40754,0.46345,14,40,40,56.77,60.52,26.6,22.56,63790.46028,68377.52303,78835,0.3841269143551024,17334,18005,19845,0.24729211798033662,0.05160346808732895,0.06582236293951008,0.15355687872140394,0.242330097,0.1314900994616297,0.27184,0.58775,0.17496255073145253,0.8563380742307719,1.203928949357521,0.27665950569286313,1435.52,4439,8976,8558,10286,10055,10722,9933,6001,9573,10300,10959
1100130,MACHADINHO D OESTE,RO,N,0.09919890915288904,0.2834152334152334,0.3264313498569454,0.1713955973677992,-0.10775262430357417,-0.07936116706142037,0.259539940647879,-0.00812754424727796,0.06440712999583384,0.435022406066873,0.454309642036612,2.21079643565014,582,2307,2782,NA,582,0.79729,0.647,0.691,13,15,45,0.1344,0.465,0.51789,0.36414,0.43774,11,15,15,55.92,69.09,18.62,22.27,76815.66512,115764.8734,146706,0.19824715047141983,24724,29711,31107,0.02448525319977741,0.03208607064648196,0.03580040808755333,0.07293154336856136,0.099974083,0.09133583690987125,0.27309,0.48211,0.12112225740697817,0.6204385421884271,1.0985617385154467,0.23864373464373465,1942.56,5867,9213,9307,14975,14568,14505,13493,5391,10503,15434,14912
1100320,SAO MIGUEL DO GUAPORE,RO,N,0.13681795838112404,0.20401307776139496,0.3775843108504399,-0.037993865925974396,-0.07834785378731432,0.16390675093321785,-0.013800788059646598,-0.022236833901612126,0.11104255536711477,0.448966287949339,0.469238578680203,3.5178637291233503,835,1768,2289,NA,835,0.76386,0.531,0.669,25,15,15,0.1821,0.38156,0.43575,0.42817,0.49207,15,12,15,51.8,62.63,21.5,21.13,75646.58016,96784.03485,136964,0.32064955443325144,25959,31198,21824,0.18344266003166704,0.11709539121114684,0.1219181180728342,0.2477224008574491,0.243918192,0.14080643686568528,0.26341,0.56425,0.14516488151078552,0.5136376408549177,1.1966257331378298,0.21423911789217256,1856.62,6103,6974,6747,9307,9074,10738,9850,4421,7464,9290,10937
1100338,NOVA MAMORE,RO,N,0.12229016120066703,0.2802040013763948,0.3848190847818375,0.11772933963382293,-0.008451225424922805,0.04698940879073322,0.18414878819794434,0.09143823191962894,0.07362344815384629,0.369622564935065,0.390317700453858,2.4093351445567,440,1579,2404,NA,440,0.72608,0.695,0.659,25,45,23,0.1186,0.35254,0.46736,0.29721,0.36822,15,23,40,64.45,70.12,17.55,27.32,49952.75462,81305.07085,109351,0.20824562563971635,16362,20343,22552,0.06473789745058722,0.09792011779863795,0.00859352621025494,0.09129394441376772,0.194923042,0.09260539046302695,0.19446,0.53264,0.11657161407566646,0.6219240812337266,1.2733136750620786,0.22111094725458386,1246,3598,4947,4872,8351,8226,9856,9254,3491,5433,8706,10129
1100031,CABIXI,RO,N,0.11230995586071604,0.22727664735210887,0.2566207005864638,0.05018615440016142,-0.15784749636916529,0.15216493189946775,0.028244317496621683,-0.0034548014554207783,0.08497800428594021,0.472119936875329,0.491461649782923,6.407003531824211,229,499,479,NA,229,0.70323,0.561,0.705,25,45,23,0.2064,0.47168,0.53245,0.44444,0.50057,25,12,22,45.23,53.78,21.54,23.16,33843.21779,40845.86585,50503,0.2520760332646138,7490,7421,6309,0.29996250468691416,0.10060472787245739,0.11023622047244094,0.23804288070368335,0.165811966,0.17339667458432304,0.18939,0.46755,0.14270714859390762,0.4575090287417661,0.9225677603423681,0.3207060234469748,704.13,2039,3337,3313,3510,3516,3802,3455,2667,3638,3510,3789
1100809,CANDEIAS DO JAMARI,RO,N,0.03406187908032927,0.09831892078865444,0.24143059346881005,0.18323117452901283,0.39952409242236664,0.14266639433711442,0.15295085731359148,0.1983792613266386,0.044980801742714877,0.55024744975255,0.63789049378569,0.220336228678405,120,456,1277,NA,120,0.64366,0.54,0.671,15,45,45,0.1932,0.45629,0.60993,0.60707,0.71268,22,45,45,64.11,75.7,18.67,18.94,61935.04902,115547.2836,111993,0.06893721732509465,14314,17346,19782,0.3326057298772169,0.2319047619047619,0.03574351978171896,0.12761904761904763,0.097144282,0.07395371738060069,0.15106,0.39007,0.0362096649008601,0.22342727792840975,0.8304635527246993,0.23451003113109653,1087.65,3523,3866,4007,7803,7556,9901,8931,3665,4200,8019,10155
1101104,ITAPUA DO OESTE,RO,N,0.09448818897637795,0.23827221519714908,0.40451115523887393,0.09008450005043683,0.14709603811939392,-0.029682684203780736,0.01631162196893725,0.10089102257862526,-0.010855657194864803,0.532798833819242,0.58845944474687,0.9422615827483899,168,571,954,NA,168,0.6675,0.642,0.702,25,45,23,0.2043,0.40092,0.50443,0.51463,0.63302,12,25,15,71.76,73.47,23.72,28.78,31400.69326,41079.96166,40944,0.2158299389578975,7356,8699,8561,0.08506841165972635,0.044043624161073824,0.06662700773349196,0.08263422818791946,0.167202572,0.13925278990781173,0.20645,0.49557,0.11055546386550885,0.5552646310339362,1.2505945567106647,0.2149749511438096,515.17,1778,2170,2145,3383,3319,4116,3674,1681,2384,3421,4122
1100502,NOVO HORIZONTE DO OESTE,RO,N,0.13329101872421453,0.28773381851966556,0.3417602813324216,0.2161553829722227,-0.13284079745542005,0.027882670011273102,0.011843207588540764,-0.050646162124078166,0.06326130715829516,0.513218188227,0.569054441260745,3.88218024677449,420,1041,980,38,382,0.75677,0.645,0.707,11,15,15,0.1823,0.47805,0.5475,0.54175,0.60207,13,13,11,58.75,57.03,21.46,24.68,48134.60967,47139.66566,54708,0.3087655927267589,12458,12916,10237,0.24468085106382978,0.06392394689395181,0.08728239845261122,0.16898869037862646,0.212845674,0.2745029647715382,0.19165,0.4525,0.177013930915154,0.4711449161470373,0.9289938458532774,0.3050475998761227,1103.64,3151,5604,5379,5521,5413,5674,5235,4136,6101,5605,5734
1100908,CASTANHEIRAS,RO,N,0.08999081726354453,0.46457478005865105,0.3708126221725775,0.11441310621526295,-0.10753927792835863,-0.03655152427251288,0.08552510992833366,0.015660353197269654,0.022334347356526407,0.541383446621351,0.578970331588133,3.6486426945771804,98,534,373,NA,98,0.7297,0.599,0.702,25,45,23,0.2033,0.52428,0.58016,0.51795,0.60458,40,14,40,54.16,58.68,16.89,15.26,20904.47072,24366.42657,25901,0.17682009129473916,4178,4092,3581,0.3151685393258427,0.03863751906456533,0.10337078651685393,0.157600406710727,0.208617747,0.24854819976771197,0.21222,0.41984,0.11616974766290963,0.981691986566785,1.2251466070929908,0.38302189638318673,440.26,1089,1833,1784,2284,2228,2501,2292,1780,1967,2344,2583
1101807,VALE DO PARAISO,RO,N,0.12776898734177214,0.3535127370235587,0.382717206132879,0.13412210000099276,-0.06485509255616448,-0.15451873583374615,0.0045109866598507745,-0.030221836154359343,-0.06379371736980084,0.424393279402614,0.455981416957027,2.69562067135451,323,1034,881,16,307,0.6595,0.635,0.704,25,45,23,0.267,0.50802,0.57234,0.39853,0.45437,25,27,12,55.84,66.17,18.31,20,36793.75083,43568.26358,42976,0.2682306489939374,10028,10442,8218,0.28201074928865,0.0062580923608113945,0.15143850774581094,0.24039706517047907,0.282949684,0.18536389223964617,0.18076,0.42766,0.15086541745789075,0.7088816567844076,1.2424969578972986,0.29109072974525946,851.42,2528,4116,3912,4755,4580,4821,4305,3163,4634,4909,4974
1101708,URUPA,RO,N,0.10911045417898414,0.18039524801531445,0.4163775156141568,0.18603637189798267,-0.10727496536112723,0.004318202474997993,0.07478589066449363,-0.021382445653576415,4.910363540170136e-5,0.392024629819675,0.415630826600373,3.10800035747859,406,890,1500,183,223,0.70104,0.589,0.671,25,45,23,0.238,0.46722,0.51652,0.38319,0.43958,15,25,40,58.24,63.57,29.53,27.89,49697.35747,55464.40529,57827,0.20279622730885666,15700,17761,12969,0.16819875776397517,0.015132605304212168,0.15403726708074533,0.18658346333853354,0.247346698,0.18330699612124696,0.1463,0.48348,0.08725812261087312,0.4447583540084533,1.3624589405505434,0.2642425539102528,1303.67,3721,5858,5417,6733,6513,6821,6436,4025,6410,6784,6961
1101302,MIRANTE DA SERRA,RO,N,0.11865889212827989,0.17960994912379877,0.33143483023001097,0.050995108644736914,-0.02800477744813361,0.0012538610810713308,0.04847256148822462,0.0011647891947073276,0.011602549443561946,0.426341890315052,0.453316162266581,2.8513830143600596,407,714,1105,NA,407,0.67928,0.558,0.691,45,45,45,0.2677,0.38119,0.4458,0.43666,0.50323,12,25,25,59.47,63.61,24.66,25.4,45393.19098,52785.66703,57951,0.2928475335725953,13438,14152,11869,0.0772020725388601,0.016416510318949345,0.1971502590673575,0.23749218261413382,0.267952522,0.24018399868572368,0.16489,0.5542,0.15908268238850543,0.42656967046601757,1.2445479821383436,0.2575189089881289,1023.71,3430,5913,5673,6655,6355,6856,6212,3860,6396,6740,6087
1101500,SERINGUEIRAS,RO,N,0.126512270998963,0.2679291217257319,0.49067731135719805,0.20163146675123952,-0.07168600786201997,0.004633754430417046,-0.001345121447513445,-0.024800884036994632,0.03349682401127415,0.499454743729553,0.520238095238095,3.45275195027812,366,1191,1566,NA,366,0.74169,0.579,0.687,25,45,23,0.1951,0.49283,0.53497,0.44755,0.50852,15,14,45,63.72,59.05,23.42,24.4,41310.49647,53958.27079,62905,0.2549930886422441,12987,16225,11649,0.19546178343949044,0.05010752688172043,0.08797770700636942,0.22838709677419355,0.196569921,0.12610417301248858,0.16686,0.46503,0.14714563671409464,0.6778800014774246,1.6454176324147993,0.19422274268104778,863.36,2893,4255,4161,5977,6047,6419,5880,2512,4650,6064,6566
1101609,THEOBROMA,RO,N,0.13530434782608697,0.15630322490576573,0.3673055242390079,0.08362081702945853,-0.05820588186338569,-0.03215619101149404,0.02091584171174764,0.005421349710215336,0.04211400052523303,0.381650750341064,0.411621368322399,2.35752214148185,389,622,1086,51,338,0.74192,0.597,0.661,25,45,23,0.1853,0.47758,0.57078,0.34579,0.39948,12,15,12,64.02,63.4,20.14,25.26,45619.06163,53399.36272,61831,0.21898513898730632,12047,14326,10644,0.06568557071069633,0.011009174311926606,0.06460875807609476,0.199796126401631,0.252714536,0.1967677440853049,0.16168,0.42922,0.14727231974329666,0.3310230855065678,1.2572350620067645,0.2707614128158593,1077.48,2875,4416,3970,5567,5382,5864,5335,2786,4905,5710,6002
1101203,MINISTRO ANDREAZZA,RO,N,0.10024030209406111,0.3283578365855832,0.3793413173652695,-0.024931915388351836,-0.08192565635051809,-0.13969777021305937,-0.042435050568291166,-0.043757227300967066,0.012938546495238656,0.456903127383677,0.466610667786644,3.7643540077435897,292,1018,1085,123,169,0.66383,0.681,0.701,25,45,23,0.2687,0.52516,0.61817,0.46202,0.53064,25,13,14,45.75,56.13,21.33,23.2,40161.81859,39436.86644,46775,0.1991661078761397,11308,11223,10354,0.04736245036868973,0.03496920325849394,0.11230856494611458,0.35227498509835087,0.260729614,0.2140962485790072,0.09484,0.38183,0.05073828877911838,0.8943068797815437,1.278522310218273,0.312430223647866,968.62,2913,4671,4248,4647,4553,5244,4762,3526,5033,4660,5278
1101005,GOVERNADOR JORGE TEIXEIRA,RO,N,0.13746223564954682,0.21796231236026828,0.5153771520974032,0.086651881923686,-0.08795400085175664,0.029117399140831605,-0.003327118463080079,-0.008285397394057814,-0.012160598264193577,0.369934187738136,0.398392222845392,2.42186158861307,455,1089,1441,71,384,0.76419,0.629,0.683,25,45,23,0.1628,0.44603,0.53011,0.29904,0.36055,15,14,25,58.78,67.01,21.72,20.73,46712.72577,59412.38493,59671,0.26650297721897404,15106,18786,10513,0.15495550782448603,0.07316630355846042,0.0592206198220313,0.17247639796659406,0.20498155,0.15518700287696735,0.1808,0.46989,0.11883321424082327,0.4612263435765426,1.6077998668315419,0.1831643990205472,915.14,3310,4845,4550,5230,5206,5774,5349,3259,5508,5420,5909
